CIK,CompanyName,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Category
1732845,WESTROCK CO,25360.5,13873.9,736.7,298.1,9082.5,86.6,-874.5,Manufacturing
1688941,FOUNDATION BLDG MRL INC,1316.707,950.358,-47.873,5.826,151.641,1.787,-5.628,Wholesale Trade
915912,AVALONBAY COMMUNITIES INC,18380.2,7744.35,NA,NA,NA,0,-0.16,"Finance, Insurance, And Real Estate"
918541,NN INC,1501.57,1083.275,-263.499,2.465,361.028,3.086,-10.957,Manufacturing
900075,COPART INC,2307.698,726.599,501.961,60.55,1163.425,8.82,144.504,Wholesale Trade
918965,SCANSOURCE INC,1945.295,1078.919,66.416,-5.491,73.042,9.203,27.772,Wholesale Trade
1509745,LEAP THERAPEUTICS INC,19.074,9.899,-21.378,-1.74,0.086,0,0.02,Manufacturing
885590,BAUSCH HEALTH COMPANIES INC,32492,29677,-1475,-2679,1353,327,-10,Manufacturing
1342423,LIMONEIRA CO,421.339,191.389,13.099,0.384,332.843,0.169,-6.729,Mining
1045609,PROLOGIS INC,38417.664,12616.776,1078.678,807.612,NA,50.731,63.33,"Finance, Insurance, And Real Estate"
1687229,INVITATION HOMES INC,18063.428,9694.242,NA,NA,11.792,0,0,"Finance, Insurance, And Real Estate"
918646,EAGLE MATERIALS INC,2169.163,959.676,NA,NA,1426.939,0,10.875,Manufacturing
916907,SOUTHERN MISSOURI BANCP INC,1886.115,1685.421,NA,NA,54.832,NA,7.803,"Finance, Insurance, And Real Estate"
917251,AGREE REALTY CORP,2028.189,789.703,NA,NA,NA,0,0.516,"Finance, Insurance, And Real Estate"
1433642,HAMILTON LANE INC,360.591,190.869,128.035,1.522,8.108,0.463,30.56,"Finance, Insurance, And Real Estate"
1564408,SNAP INC,2714.106,403.107,-969.922,-283.442,212.56,2.824,2.547,Services
1699150,GARDNER DENVER HOLDINGS INC,4487.1,2811.1,169,180.5,356.6,47.8,80.1,Manufacturing
906709,NEKTAR THERAPEUTICS,2150.172,432.597,680.423,2.302,48.851,0.62,1.412,Manufacturing
1680247,PROPETRO HOLDING CORP,1274.522,477.167,NA,NA,912.846,0,51.255,Mining
866374,FLEX LTD,13499.367,10527.007,-10.498,192.624,2336.213,99.894,88.727,Manufacturing
919956,DIVERSICARE HEALTHCARE SVCS,159.244,160.442,NA,NA,53.099,0,-0.75,Services
351569,AMERIS BANCORP,11443.515,9987.168,NA,NA,145.41,NA,30.463,"Finance, Insurance, And Real Estate"
61398,TELLURIAN INC,408.548,110.614,-115.137,-10.798,130.58,-0.19,-0.19,Mining
921738,PENN NATIONAL GAMING INC,10961.012,10229.791,89.582,0.339,6868.768,1.349,-3.593,Services
1697851,REKOR SYSTEMS INC,18.055,9.547,NA,NA,1.467,0,0.029,Services
920465,LA JOLLA PHARMACEUTICAL CO,204.292,168.371,NA,NA,22.267,0,0,Manufacturing
920522,ESSEX PROPERTY TRUST,12383.596,5954.277,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1590750,MIRAGEN THERAPEUTICS INC,66.147,14.803,NA,NA,0.727,0,0,Manufacturing
921582,IMAX CORP,873.6,274.243,-14.749,58.354,280.658,NA,9.518,Manufacturing
921825,FIRST INDL REALTY TRUST INC,3142.691,1462.78,NA,NA,NA,0,-0.092,"Finance, Insurance, And Real Estate"
1691303,WARRIOR MET COAL INC,1395.04,682.428,NA,NA,660.742,0,-225.814,Mining
1047340,FRESH DEL MONTE PRODUCE INC,3255.2,1485.6,NA,NA,1392.2,NA,16.1,Mining
923120,GREENBRIER COS INC (THE),2465.464,1051.481,110.8,112.8,780.051,38.628,32.893,Manufacturing
63296,MATTHEWS INTL CORP  -CL A,2375.485,1506.771,41.569,56.424,252.775,15.533,-9.118,Manufacturing
922864,APARTMENT INVST & MGMT CO,6190.004,4325.072,NA,NA,NA,0,-13.027,"Finance, Insurance, And Real Estate"
1697500,SOLARIS OILFIELD IF INC,425.157,117.729,NA,NA,296.538,0,12.961,Services
924822,MILLER INDUSTRIES INC/TN,368.184,140.621,34.22,7.443,82.85,2.719,7.917,Manufacturing
926282,ADTRAN INC,628.027,181.748,-74.131,40.76,80.635,11.705,-14.029,Manufacturing
1614178,YEXT INC,267.128,182.579,-64.653,-9.962,11.077,0.155,0.222,Services
924901,MACK-CALI REALTY CORP,5060.644,3033.004,106.401,0,NA,0,0,"Finance, Insurance, And Real Estate"
916540,DARLING INGREDIENTS INC,4889.354,2553.533,82.146,35.829,1687.858,27.935,12.031,Manufacturing
1689923,ALTERYX INC,618.167,316.349,27.849,-2.415,11.729,0.587,-2.586,Services
927355,TESSCO TECHNOLOGIES INC,206.496,97.709,NA,NA,15.003,0,1.745,Wholesale Trade
925645,CENTRAL EUROPEAN MEDIA,1488.361,989.67,-38.434,163.327,117.604,25.308,27.828,"Transportation, Communications, Electric, Gas, And Sanitary Services"
726728,REALTY INCOME CORP,15260.483,7139.505,NA,NA,5.681,0,5.34,"Finance, Insurance, And Real Estate"
1492691,KNIGHT-SWIFT TRPTN HLDGS INC,7911.885,2449.166,NA,NA,2612.837,3.124,131.389,"Transportation, Communications, Electric, Gas, And Sanitary Services"
929940,ASPEN TECHNOLOGY INC,264.924,549.039,195.442,7.901,9.806,2.296,54.655,Services
1681459,TECHNIPFMC PLC,24784.5,14315.1,NA,NA,3259.8,NA,422.7,Mining
927628,CAPITAL ONE FINANCIAL CORP,372538,320870,6936,382,4191,135,1293,"Finance, Insurance, And Real Estate"
1579214,EMERALD EXPSTNS EVENTS,1580,871.7,NA,NA,3.7,0,-8.3,Services
1690820,CARVANA CO,991.013,763.585,NA,NA,296.839,0,0,Retail Trade
1692427,NCS MULTISTAGE HLDG INC,229.701,53.47,-52.523,-155.76,32.296,4.307,-23.052,Manufacturing
1615165,VERITONE INC,117.754,57.471,-61.169,0.087,4.008,0.016,0.022,Services
1689813,BIOHAVEN PHRMCUTCL HLD,290.012,139.092,-246.829,6.374,6.248,0.467,0.467,Manufacturing
929545,CONDOR HOSPITALITY TR INC,253.448,145.596,NA,NA,NA,0,0.335,"Finance, Insurance, And Real Estate"
1672909,CANTERBURY PARK HOLDING CORP,61.426,14.692,NA,NA,38.131,0,1.99,Services
1574197,FIVE POINT HOLDINGS LLC,2923.892,1075.375,NA,NA,31.677,0,9.183,"Finance, Insurance, And Real Estate"
1623925,ANTERO MIDSTREAM CORP,47.705,16.844,NA,NA,0,NA,32.311,"Transportation, Communications, Electric, Gas, And Sanitary Services"
931584,UNVL STAINLESS & ALLOY PRODS,353.32,116.309,NA,NA,177.844,0,1.935,Manufacturing
926423,MITCHAM INDUSTRIES INC,65.301,8.623,-6.025,-13.563,14.155,0.619,0.252,Manufacturing
1096376,NUTRISYSTEM INC,204.237,57.721,NA,NA,28.129,0,16.282,Retail Trade
1441683,APPIAN CORP,233.18,159.988,-30.663,-18.549,7.539,0.432,0.239,Services
1326190,ALTIMMUNE INC,54.751,6.438,-38.98,-6.341,1.343,0,-6.15,Manufacturing
1631596,KKR REAL ESTATE FIN TR INC,5231.845,4096.657,NA,NA,0,0,-0.07,"Finance, Insurance, And Real Estate"
1698990,MAGNOLIA OIL & GAS CORP,3433.523,725.568,NA,NA,3073.204,0,13.24,Mining
1058867,GUARANTY BANCSHARES INC,2266.97,2022.387,NA,NA,52.227,NA,4.599,"Finance, Insurance, And Real Estate"
1651052,FOCUS FINANCL PRTNR LLC,1937.778,1125.258,-41.636,9.999,24.78,2.132,9.45,"Finance, Insurance, And Real Estate"
1404281,NOVUS THERAPEUTICS INC,17.026,2.534,-14.177,0.112,0.014,0,0,Manufacturing
1109242,HANMI FINANCIAL CORP,5502.219,4949.651,NA,NA,27.752,NA,26.102,"Finance, Insurance, And Real Estate"
1138978,NOVO INTEGRATED SCIENCES INC,4.743,4.57,-1.678,-0.439,0.4,0,0,Services
714712,JUNIATA VALLEY FINANCIAL CP,625.236,557.858,NA,NA,8.744,NA,-0.659,"Finance, Insurance, And Real Estate"
1593548,PLAYAGS INC,731.342,595.538,-13.814,-15.409,91.547,-6.83,-8.377,Manufacturing
1300699,ATHENEX INC,231.095,102.326,-95.479,-33.132,11.447,0.455,0.1,Manufacturing
868278,PROPHASE LABS INC,20.737,4.233,NA,NA,2.499,0,0.103,Manufacturing
1652133,OASIS MIDSTREAM PARTNR,964.252,412.807,NA,NA,870.425,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
932696,INSIGHT ENTERPRISES INC,2775.947,1788.958,145.907,65.995,72.954,17.547,48.225,Wholesale Trade
1701051,WIDEOPENWEST INC,2419.6,2709.9,NA,NA,1053.4,0,-61.8,"Transportation, Communications, Electric, Gas, And Sanitary Services"
933974,BROOKS AUTOMATION INC,1095.257,377.425,3.122,17.344,59.988,7.608,-47.251,Manufacturing
1616533,SMART GLOBAL HOLDINGS INC,672.762,485.634,-7.918,145.696,56.615,21.688,18.315,Manufacturing
1532286,NINE ENERGY SERVICE INC,1141.172,546.349,NA,NA,211.644,0.012,2.375,Mining
913760,INTL FCSTONE INC,7824.7,7319.4,9.9,91.6,42.4,22.4,46,"Finance, Insurance, And Real Estate"
1714973,KINDER MORGAN CANADA LIMITED,5369.6,4477.1,NA,NA,981.3,NA,37.8,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1656328,SIENNA BIOPHARMACEUTICL,107.306,80.725,-70.206,-3.265,0.311,0,0,Manufacturing
935036,ACI WORLDWIDE INC,2122.455,1074.224,16.312,75.487,72.729,17.626,22.878,Services
1702750,BYLINE BANCORP INC,4942.574,4291.902,NA,NA,97.68,NA,14.247,"Finance, Insurance, And Real Estate"
935703,DOLLAR TREE INC,13501.2,7858.3,NA,NA,3445.3,0.4,281.8,Retail Trade
22606,COMMONWEALTH EDISON CO,31213,20966,NA,NA,22058,NA,168,"Transportation, Communications, Electric, Gas, And Sanitary Services"
716634,READING INTL INC  -CL A,439.028,258.481,-3.039,20.957,344.471,6.158,3.42,Services
1140859,AMERISOURCEBERGEN CORP,37669.838,34619.877,704.935,472.488,1892.424,69.972,-438.469,Wholesale Trade
937941,PCM INC,720.95,568.057,28.84,3.19,69.286,1.734,9.257,Retail Trade
1139812,MB FINANCIAL INC/MD,20207.026,17172.178,NA,NA,758.39,NA,38.256,"Finance, Insurance, And Real Estate"
944148,CBIZ INC,1183.031,589.368,79.669,0.171,34.205,0.045,18.267,Services
1507563,ESH HOSPITALITY INC,3728.382,2513.228,231.266,-0.34,NA,NA,0.797,"Finance, Insurance, And Real Estate"
1685040,BRIGHTHOUSE FINANL INC,206294,191811,NA,NA,0,0,119,"Finance, Insurance, And Real Estate"
943034,IMAGE SENSING SYSTEMS INC,13.484,2.847,2.455,-0.603,0.346,0.013,-0.01,"Finance, Insurance, And Real Estate"
1707092,DELPHI TECHNOLOGIES PLC,3893,3455,NA,NA,1445,NA,-9,Manufacturing
1544206,TCG BDC INC,2084.743,1021.525,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1705682,VENATOR MATERIALS PLC,2485,1630,80,-245,994,9,-8,Manufacturing
851310,HARMONIC INC,510.835,282.585,-19.78,2.832,22.321,2.958,4.087,Manufacturing
940944,DARDEN RESTAURANTS INC,5892.8,3500.2,NA,NA,2552.6,NA,63.7,Retail Trade
943819,RESMED INC,3063.923,1004.943,42.627,478.685,386.55,68.858,205.724,Manufacturing
743367,BAR HARBOR BANKSHARES,3608.487,3237.908,NA,NA,48.804,NA,7.562,"Finance, Insurance, And Real Estate"
1568162,AMERICAN FINANCE TRUST INC,3262.547,1652.812,-37.471,0,0,0,0,"Finance, Insurance, And Real Estate"
1688852,SAFEHOLD INC,979.743,622.385,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1630472,TPG RE FINANCE TRT INC,4526.79,3199.62,NA,NA,NA,NA,0.34,"Finance, Insurance, And Real Estate"
1620179,EXELA TECHNOLOGIES INC,1639.782,1820.788,-173.506,19.396,132.986,3.435,8.407,Services
1701040,CISION LTD,1866.376,1578.059,-14.671,10.022,57.21,12.821,19.745,Services
1382821,REDFIN CORP,542.821,170.883,NA,NA,25.187,0,0,"Finance, Insurance, And Real Estate"
1701605,BAKER HUGHES A GE CO,52439,17426,-672,1213,6228,472,258,Mining
1689796,JBG SMITH PPTYS,5997.285,2451.793,NA,NA,NA,NA,-0.738,"Finance, Insurance, And Real Estate"
1668673,PETIQ INC,495.434,174.457,-1.116,0.542,27.335,0,-0.661,Manufacturing
1612720,NEXTDECADE CORP,169.002,19.531,NA,NA,92.07,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1183765,MOLECULAR TEMPLATES,140.158,39.252,NA,NA,6.851,0,0,Manufacturing
1708405,TREMONT MORTGAGE TRUST,163.913,104.245,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1708035,PQ GROUP HOLDINGS INC,4327.425,2663.28,3.935,84.681,1208.979,23.08,28.995,Manufacturing
1527599,SYNLOGIC INC,140.34,16.242,NA,NA,14.841,0,0,Manufacturing
1710366,CONSOL ENERGY INC,2760.727,2209.116,NA,NA,2106.528,1.436,8.828,Mining
1711675,NIGHTSTAR THRPUTC -ADS,180.013,14.377,-37.765,0.463,0.562,0,-0.44,Manufacturing
1409269,RESTORATION ROBOTIC INC,30.973,29.391,-28.477,-0.202,1.299,0.038,0.047,Manufacturing
1654151,DECIPHERA PHRMCTAL INC,315.559,35.578,NA,NA,13.453,0,0,Manufacturing
1708301,BP MIDSTREAM PARTNERS,693.203,482.351,NA,NA,68.58,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1494650,OPTINOSE INC,216.989,98.378,-146.247,39.589,3.884,0,0,Manufacturing
1710583,SWITCH INC,1460.03,751.678,31.379,-0.118,1302.77,0,1.943,Services
1705110,ANGI HOMESERVICES INC,1808.027,467.877,82.652,-12.628,70.859,0.905,-7.483,Services
1316016,AQUANTIA CORP,114.423,21.201,-5.475,-3.822,9.225,0.474,0.475,Manufacturing
1701108,SPERO THERAPEUTICS INC,129.006,13.151,-33.236,-8.426,2.893,0,0,Manufacturing
1441816,MONGODB INC,733.476,468.91,-50.014,-52.315,73.664,1.442,-3.318,Services
1701732,ALTAIR ENGINEERING INC,483.216,194.082,4.228,22.796,30.153,12.552,13.309,Services
1710155,NATIONAL VISION HLDGS INC,1661.389,918.235,NA,NA,355.117,0,-18.785,Retail Trade
1705696,VICI PROPERTIES INC,11333.368,4432.346,NA,NA,71.513,0,1.441,"Finance, Insurance, And Real Estate"
1604643,EVOQUA WATER TECH,1663.617,1301.601,-8.613,17.879,320.023,6.703,1.382,Manufacturing
1629019,MERCHANTS BANCORP,3884.163,3462.926,NA,NA,15.136,NA,21.153,"Finance, Insurance, And Real Estate"
1627857,SAILPOINT TECHNO HLDG,534.434,156.741,6.951,-2.191,19.268,1.74,1.09,Services
1750735,MERIDIAN CORP,997.388,887.521,NA,NA,9.638,NA,2.327,"Finance, Insurance, And Real Estate"
1576942,STITCH FIX INC,481.585,166.513,56.978,-2.265,34.169,0,9.813,Retail Trade
1690680,NEWMARK GROUP INC,3454.157,2371.188,NA,NA,78.805,1.239,90.487,"Finance, Insurance, And Real Estate"
1717307,INDSTRL LGST PRPT TRST,1534.611,506.338,NA,NA,0,0,0.032,"Finance, Insurance, And Real Estate"
1475348,LUTHER BURBANK CORP,6937.212,6356.067,NA,NA,20.981,NA,17.871,"Finance, Insurance, And Real Estate"
1333986,AXA EQUITABLE HOLDINGS,220797,205178,2305,156,0,NA,307,"Finance, Insurance, And Real Estate"
1647088,WILLSCOT CORP,2752.485,2050.288,-80.824,-11.348,2113.04,0.924,-38.6,"Finance, Insurance, And Real Estate"
1714899,DENALI THERAPEUTCS INC,661.984,115.139,NA,NA,25.162,0,0,Manufacturing
1503274,QUANTERIX CORP,67.611,26.546,-31.436,-0.075,2.923,0,0.025,Manufacturing
1723866,SELECT INTERIOR CONCEPTS INC,416.014,267.32,NA,NA,19.798,0,0.989,Services
1083446,APOLLO MEDICAL HOLDING INC,512.999,106.338,NA,NA,12.721,0,22.36,Services
1533743,PROCESSA PHARMACEUTICALS INC,12.481,2.78,NA,NA,0.017,0,-0.903,Manufacturing
1418100,AVAYA HLDGS CORP,7679,5628,3188,-11,250,44,-87,Services
1718512,GATES INDUSTRIAL CORP PLC,6722.6,4388.9,-43.3,346.8,756.3,87.7,31.8,Manufacturing
1707502,SOLID BIOSCIENCES INC,139.597,14.414,NA,NA,10.422,0,0,Manufacturing
1281895,ROCKET PHARMACEUTICALS INC,251.313,57.276,-74.518,0,2.027,0,0,Manufacturing
1703056,ADT INC,17208.608,12983.803,-510.251,-122.367,3234.266,-3.473,-23.463,Services
1455863,AMERICOLD REALTY TRUST,2532.428,1825.673,37.06,7.306,NA,3.604,-3.619,"Finance, Insurance, And Real Estate"
1598924,IMAGE CHAIN GROUP LTD INC,0,0.642,NA,NA,0,0,0,Public Administration
1723596,COLUMBIA FINANCIAL INC,6691.618,5719.558,NA,NA,52.05,NA,10.923,"Finance, Insurance, And Real Estate"
1717547,COLONY NORTHSTAR CR REAL EST,8660.73,5815.528,NA,NA,0,0.588,37.059,"Finance, Insurance, And Real Estate"
72444,VAXART INC,35.227,23.989,NA,NA,1.066,0.106,0.109,Manufacturing
1423774,ZUORA INC,299.424,146.431,-83.563,7.339,19.625,1.406,1.366,Services
1720116,RED VIOLET INC - SPN,39.827,3.549,NA,NA,0.852,0,0,Services
1722684,WYNDHAM HOTELS & RESRTS,4976,3558,190,33,326,14,61,Services
1366561,SMARTSHEET INC,308.744,141.752,-53.939,0.347,22.54,0.069,0.293,Services
1261333,DOCUSIGN INC,1615.417,1001.055,-460.627,32.419,75.832,2.838,-1.75,Services
1574135,PIVOTAL SOFTWARE INC,1850.468,584.99,-77.783,-63.545,27.879,0.783,0.57,Services
1723089,APERGY CORP,1971.756,990.229,106.172,17.119,244.328,7.139,28.796,Manufacturing
1726978,GOOSEHEAD INSURANCE,34.798,60.001,NA,NA,7.575,NA,0.449,"Finance, Insurance, And Real Estate"
1724670,PERSPECTA INC,6083,3921,NA,NA,368,0,40,Services
1727196,SCHOLAR ROCK HOLDNG CRP,181.336,74.713,-49.326,0,3.19,0,0,Manufacturing
1725579,PLURALSIGHT INC,447.463,238.87,-130.144,2.224,31.641,0.89,0.664,Services
1516912,ORIGIN BANCORP,4821.576,4271.797,NA,NA,75.014,NA,10.837,"Finance, Insurance, And Real Estate"
1659323,ITERUM THERAPEUTICS,97.871,26.249,-77.116,0.532,0.7,0.472,0.472,Manufacturing
1712923,GREENSKY INC,802.905,837.67,NA,NA,10.232,0,5.534,Services
1704596,EVO PAYMENTS INC,1534.387,1386.976,-122.699,34.293,103.046,12.735,10.444,Services
1722287,COVIA HOLDINGS CORP,3756.117,2301.164,-329.229,50.234,2834.361,16.119,3.987,Mining
1735438,MEIRAGTX HOLDINGS,96.895,15.836,-73.36,-9.98,22.015,0,-0.474,Manufacturing
1730346,CHARAH SOLUTIONS,458.901,365.511,NA,NA,88.941,0,-2.427,"Transportation, Communications, Electric, Gas, And Sanitary Services"
923571,US XPRESS ENTRPRS INC,910.487,672.1,27.262,6.704,518.717,2.616,7.86,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1348036,AVALARA INC,322.932,213.379,-48.949,-27.577,33.373,0.317,-0.976,Services
1560258,ELECTROCORE LLC,73.504,7.318,-55.268,-0.495,0.381,0,0.002,Manufacturing
1728688,I3 VERTICALS INC,175.142,62.944,NA,NA,2.958,0,0.337,Services
90896,SKYLINE CHAMPION CORP,699.954,287.982,-50.891,9.588,108.587,1.452,16.905,Manufacturing
1681087,AVROBIO INC,133.479,11.295,NA,NA,2.634,0,0,Manufacturing
1664703,BLOOM ENERGY CORP,1389.668,1298.958,-259.787,1.835,481.414,1.407,1.537,Manufacturing
1728951,ESSENTIAL PPT RLTY TST,1380.9,569.859,NA,NA,NA,NA,0.195,"Finance, Insurance, And Real Estate"
1437958,COASTAL FINANCIAL CORP,952.11,842.954,NA,NA,13.167,NA,2.541,"Finance, Insurance, And Real Estate"
1731348,TILRAY INC,656.667,459.014,-25.333,-46.841,80.214,0.034,-4.451,Manufacturing
1327607,FIRST WSTRN FINNCIL INC,1084.324,967.449,NA,NA,6.1,NA,1.775,"Finance, Insurance, And Real Estate"
1531152,BJS WHSL CLUB HLDGS INC,3239.285,3441.369,NA,NA,748.778,0,11.826,Retail Trade
1736946,ARLO TECHNOLOGIES INC,595.946,326.444,-79.581,4.87,49.428,1.425,0.772,Manufacturing
1688757,ESTABLISHMNT LBS HLDNG,116.573,47.088,3.422,-24.305,12.913,0.11,0.215,Manufacturing
1628369,CUSHMAN & WAKEFIELD,6546,5185.9,NA,NA,313.8,NA,-25,"Finance, Insurance, And Real Estate"
1614067,ARIDIS PHARMACEUTICALS,31.611,5.297,NA,NA,1.271,0,0,Manufacturing
1683695,INTERNATIONAL MONEY EXPR INC,225.839,181.366,NA,NA,10.393,0.212,1.868,"Finance, Insurance, And Real Estate"
1727263,FRONTDOOR INC,1041,1385,167,0,47,0,42,Construction
1739104,ELANCO ANIMAL HLTH INC,8956.7,3759.2,12.2,101.9,922.4,45.5,27.6,Manufacturing
810332,MESA AIR GROUP,1472.388,1097.921,NA,NA,1253.427,0,-17.426,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1737204,RIVIERA RESOURCES INC,1592.834,330.46,NA,NA,1206.921,0,29.587,Mining
1734342,AMERANT BANCORP INC,8124.347,7376.929,NA,NA,123.503,NA,11.733,"Finance, Insurance, And Real Estate"
23194,COMSTOCK RESOURCES INC,2187.84,1618.269,NA,NA,1667.979,0,20.009,Mining
1724344,ENTASIS THRPTCS HLDNG,89.274,6.391,-4.357,-28.123,0.419,NA,0.472,Manufacturing
1703785,FALCON MINERALS CORP,291.235,21.521,NA,NA,209.168,0,3.292,Mining
1496048,BROOKFIELD PROPERTY REIT,19033.526,13878.513,NA,NA,NA,NA,-594.186,"Finance, Insurance, And Real Estate"
1742924,LIVENT CORP,660,172.1,38.6,114.5,275.7,18.4,27,Manufacturing
1735707,GARRETT MOTION INC,2104,4697,-99,495,438,113,-784,Manufacturing
1740332,RESIDEO TECHNOLOGIES,4972,3439,-169,273,300,48,-301,Wholesale Trade
1738827,KLX ENERGY SERVS HLDNG,672.8,332.1,15,NA,271.9,0,0.6,Mining
54507,WESTAR ENERGY INC,11816.8,7856.1,NA,NA,9887.5,NA,-4.3,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1655759,ARVINAS INC,199.282,62.615,NA,NA,3.583,0,0,Manufacturing
1576280,GUARDANT HEALTH INC,587.403,62.451,-84.313,0.088,31.003,0.034,0.038,Manufacturing
1746129,BANK7 CORP,770.511,682.045,NA,NA,7.753,NA,0.797,"Finance, Insurance, And Real Estate"
1739936,SVMK INC,679.348,459.965,-152.045,NA,117.718,0.677,0.148,Services
1739426,OSMOTICA PHARMACEUTIC,795.645,409.376,-52.759,-65.905,31.263,1.809,-9.268,Manufacturing
1746466,EQUILLIUM INC,67.163,2.228,NA,NA,0.064,0,0,Manufacturing
1459839,SI-BONE INC,138.521,48.329,-16.835,-0.618,2.154,0,0,Manufacturing
1581280,TWIST BIOSCIENCE CORP,115.791,26.73,NA,NA,12.331,NA,0.242,Manufacturing
1707753,ELASTIC NV,485.738,222.726,NA,NA,5.448,NA,4.388,Services
1664106,LOGICBIO THERAPEUTICS INC,82.91,2.685,-17.284,-0.337,0.59,NA,0.086,Manufacturing
1326428,ROAN RESOURCES INC,2749.109,1254.075,NA,NA,2397.497,0,356.862,Mining
1682745,VERRA MOBILITY CORP,1344.783,1042.727,-75.283,0.647,69.243,0.883,-16.241,Services
1747009,EQUITRANS MID CORP,10523.835,5264.202,NA,NA,5867.647,NA,83.142,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1751783,RHINEBECK BANCORP INC,882.423,823.146,NA,NA,17.04,NA,1.014,"Finance, Insurance, And Real Estate"
1603756,AXONICS MODULATION TECH INC,171.906,28.631,NA,NA,5.884,NA,0.001,Manufacturing
1744894,SIRIUS INTL INSURANCE LTD,6007.7,4069.3,62.7,-39,NA,19.8,40.4,"Finance, Insurance, And Real Estate"
1749723,NEW FORTRESS ENRGY LLC,699.402,416.755,NA,NA,348.74,NA,-0.338,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1708599,AGEX THERAPEUTICS,10.671,2.44,NA,NA,0.09,0,0,Manufacturing
1544227,MILLENDO THERAPEUTICS INC,84.074,10.952,NA,NA,NA,0,0,Manufacturing
1661181,ORGANOGENESIS HOLDINGS INC,163.678,116.637,NA,NA,39.623,0.009,0.084,Manufacturing
1728117,GOSSAMER BIO INC,239.419,21.121,-116.92,-30.049,3.193,0,0,Manufacturing
1754301,FOX CORP,13121,3252,NA,NA,1169,NA,-58,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1752039,POSITIVE PHYSICIANS HLDGS,63.624,46.787,NA,NA,0,NA,-0.101,"Finance, Insurance, And Real Estate"
1674227,SCWORX CORP,5.663,8.571,-3.787,0,0,0,0,Services
1769663,PIONEER BANCORP INC -REDH,1284.128,1166.065,NA,NA,42.902,NA,6.31,"Finance, Insurance, And Real Estate"
1642375,GUARDION HEALTH SCIENCS INC,3.681,0.495,NA,NA,0.275,0,0,Manufacturing
1001082,DISH NETWORK CORP,30587.012,21532.755,2175.175,14,1928.18,4.616,533.684,"Transportation, Communications, Electric, Gas, And Sanitary Services"
912061,NATURAL HEALTH TRENDS CORP,157.921,68.06,-3.391,37.912,0.934,1.3,3.486,Wholesale Trade
1525769,DAVE & BUSTER'S ENTMT INC,1273.187,885.35,NA,NA,805.337,1.006,30.666,Retail Trade
945114,SYSTEMAX INC,530,392.3,62.8,0.1,14.9,0,13.4,Wholesale Trade
943452,WABTEC CORP,8649.234,5780.159,145.096,222.486,563.737,68.467,75.879,Manufacturing
934549,ACACIA RESEARCH CORP,223.949,32.709,NA,NA,NA,1.092,1.179,"Finance, Insurance, And Real Estate"
