CIK,CompanyName,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Category
1094285,TELEDYNE TECHNOLOGIES INC,3809.3,1579.6,243.7,150.2,442.6,31.8,60.1,Manufacturing
1034594,BAY BANKS OF VIRGINIA INC,1080.617,963.141,NA,NA,18.169,NA,0.533,"Finance, Insurance, And Real Estate"
1094831,BGC PARTNERS INC,3432.757,2544.877,-141.1,320.917,157.169,45.901,76.12,"Finance, Insurance, And Real Estate"
1094810,MUTUALFIRST FINANCIAL INC,2049.313,1846.95,NA,NA,25.641,NA,2.96,"Finance, Insurance, And Real Estate"
75677,PACKAGING CORP OF AMERICA,6569.7,3897.3,NA,NA,3131,0.2,232.5,Manufacturing
846475,ZYNEX INC,16.184,6.886,10.237,-0.021,0.819,0,0.664,Manufacturing
1038074,SILICON LABORATORIES INC,1624.354,557.064,19.777,52.384,139.049,5.888,-11.43,Manufacturing
1099800,EDWARDS LIFESCIENCES CORP,5323.7,2183.3,266.1,495.3,867.5,35.9,39.2,Manufacturing
1096752,EDGEWELL PERSONAL CARE CO,3953.3,2208.7,5.3,158.5,424.1,29.2,60.5,Manufacturing
1095565,HEALTHSTREAM INC,441.948,123.001,NA,NA,15.866,0,3.324,Services
1099219,METLIFE INC,687538,634580,-803,7110,1400,932,1179,"Finance, Insurance, And Real Estate"
1104855,SUPPORT.COM INC,64.6,16.704,-9.458,0.357,0.703,-0.038,-0.001,Services
939767,EXELIXIS INC,1422.286,134.833,452.092,0,56.764,0,-237.978,Manufacturing
823277,CHS INC,16381.178,8216.15,717.4,-46.17,5141.719,20.268,-104.076,Wholesale Trade
1343034,TWO RIVER BANCORP,1096.419,979.921,NA,NA,5.917,NA,3.99,"Finance, Insurance, And Real Estate"
20520,FRONTIER COMMUNICATIONS CORP,23659,22059,-705,0,14187,0,-62,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1708055,RIBBON COMMUNICATIONS INC,957.159,366.861,-52.569,-20.841,27.042,2.198,3.4,Services
1013871,NRG ENERGY INC,10628,11843,NA,NA,3048,NA,7,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1104506,INSMED INC,604.556,396.29,-286.211,-37.865,22.636,0.197,0.201,Manufacturing
1102112,PACWEST BANCORP,25731.354,20905.766,NA,NA,327.338,NA,167.978,"Finance, Insurance, And Real Estate"
1111335,VISTEON CORP,2007,1425,76,127,397,42,43,Manufacturing
1035267,INTUITIVE SURGICAL INC,7846.7,1159.2,852.7,426.8,812,9.9,154.5,Manufacturing
1275101,BANK OF THE JAMES FINANCIAL,674.897,619.754,NA,NA,13.233,NA,1.329,"Finance, Insurance, And Real Estate"
1109189,BASIC ENERGY SERVICES INC,761.777,542.349,NA,NA,448.801,0,0.227,Mining
1100682,CHARLES RIVER LABS INTL INC,3855.879,2517.576,95.062,186.619,932.877,38.557,54.463,Services
1099941,MVC CAPITAL INC,347.078,120.355,NA,NA,0,0,0.002,"Finance, Insurance, And Real Estate"
1058057,MARVELL TECHNOLOGY GROUP LTD,10016.752,2710.342,666.508,-671.155,318.978,3.322,174.447,Manufacturing
1108134,BERKSHIRE HILLS BANCORP INC,12212.231,10659.313,NA,NA,108.367,NA,27.648,"Finance, Insurance, And Real Estate"
1101026,ZIVO BIOSCIENCE INC,0.412,22.694,NA,NA,0,0,0,Manufacturing
1101302,ENTEGRIS INC,2317.641,1305.616,61.545,192.887,419.529,38.723,13.677,Manufacturing
1121142,MAXAR TECHNOLOGIES INC,5001,4357,NA,NA,747,NA,-62,Manufacturing
1110803,ILLUMINA INC,6959,3053,54,840,1075,68,112,Manufacturing
1108205,CURIS INC,37.365,41.861,NA,NA,0.267,0,0,Manufacturing
1114925,LANTRONIX INC,33.855,10.042,0.504,0.274,1.036,0.099,0.098,Manufacturing
1109354,BRUKER CORP,2128.6,1200.9,-15.4,260.1,270.6,61.8,63.7,Manufacturing
1113481,MEDICINES CO (THE),841.686,863.95,-283.616,-2.488,8.872,0.111,-50.888,Manufacturing
1101239,EQUINIX INC,20244.638,13025.359,298.009,135.029,11026.02,118.175,67.679,"Finance, Insurance, And Real Estate"
1115055,PINNACLE FINL PARTNERS INC,25031.044,21065.104,NA,NA,265.56,NA,90.508,"Finance, Insurance, And Real Estate"
1059556,MOODY'S CORP,9526.2,8869.7,935.5,735.5,320.4,233,351.6,Services
1116942,TTM TECHNOLOGIES INC,3457.503,2230.416,18.991,70.777,1052.024,12.045,-83.816,Manufacturing
926617,VERMILLION INC,11.408,4.256,-11.371,0,0.608,0,0,Manufacturing
1114483,INTEGER HOLDINGS CORP,2326.681,1266.188,-4.273,65.389,231.269,9.49,14.083,Manufacturing
1116132,TAPESTRY INC,6678.3,3433.7,161.2,435.6,885.4,79.1,199.3,Manufacturing
1092662,CHEMBIO DIAGNOSTICS INC,40.911,7.583,-7.137,-0.796,2.874,0,-0.067,Manufacturing
1125259,CARNIVAL CORP/PLC (GBR),15022,6485,NA,NA,12985,38,29,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1037016,NII HOLDINGS INC,1059.83,1241.399,-13.706,-172.54,143.93,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1290476,VILLAGE BANK AND TRUST FINL,514.866,477.733,NA,NA,12.455,NA,0.693,"Finance, Insurance, And Real Estate"
937098,TRINET GROUP INC,2435,2060,NA,NA,79,0,49,Services
1022652,INSEEGO CORP,162.256,198.781,-7.335,0.007,12.467,0.766,0.815,Manufacturing
1124140,EXACT SCIENCES CORP,1524.022,843.081,NA,NA,245.259,NA,0.092,Services
890394,MOSYS INC,11.756,4.599,-11.353,-0.043,0.279,0.011,0.013,Manufacturing
1110805,NUSTAR ENERGY LP,6349.14,3527.417,NA,NA,4288.622,4.85,11.408,Manufacturing
1097149,ALIGN TECHNOLOGY INC,2052.458,799.567,171.658,294.993,521.329,22.753,57.723,Manufacturing
1121788,GARMIN LTD,5382.858,1219.884,290.59,532.657,663.527,53.625,129.167,Manufacturing
1060736,SEATTLE GENETICS INC,1503.329,229.386,-226.626,-19.72,103.82,NA,-23.653,Manufacturing
1070494,ACADIA PHARMACEUTICALS INC,540.202,61.123,-78.112,-165.824,3.309,0,1.256,Manufacturing
1123360,GLOBAL PAYMENTS INC,13230.774,9044.431,131.067,431.088,653.542,79.32,77.488,Services
1121484,OIL STATES INTL INC,2003.821,564.053,-29.424,7.692,540.427,4.877,-2.627,Manufacturing
1092289,TRANSATLANTIC PETROLEUM LTD,132.6,74.131,NA,NA,87.259,NA,9.674,Mining
1064728,PEABODY ENERGY CORP,7423.7,3972.1,-43.4,707.5,5207,29.8,18.4,Mining
817720,SYNAPTICS INC,1499.8,770.5,-51.1,-30.7,117.8,14.1,40.5,Manufacturing
1103982,MONDELEZ INTERNATIONAL INC,62729,37016,-170,3012,8482,552,773,Manufacturing
926326,OMNICELL INC,1081.242,401.625,46.528,-10.912,51.5,0.768,-2.113,Services
1137774,PRUDENTIAL FINANCIAL INC,815078,766047,1447,3387,NA,681,822,"Finance, Insurance, And Real Estate"
1467373,ACCENTURE PLC,24449.083,13724.495,645.943,5162.15,1264.02,NA,1593.499,Services
1492658,WRIGHT MEDICAL GROUP NV,2694.401,1761.942,-144.987,-24.853,224.929,3.307,-0.536,Manufacturing
1136294,WILLIAMS INDUSTRIAL SE G INC,87.504,69.291,-18.19,0,0.335,NA,-4.4,Construction
1069183,AXON ENTERPRISE INC,719.54,252.216,25.751,2.353,37.893,0.228,-1.101,Manufacturing
1101215,ALLIANCE DATA SYSTEMS CORP,30387.7,28055.6,1046.6,177.1,595.1,53,260.6,Services
1140536,WILLIS TOWERS WATSON PLC,32385,22388,182,669,942,235,136,"Finance, Insurance, And Real Estate"
1277902,MVB FINANCIAL CORP,1750.969,1574.196,NA,NA,26.545,NA,3.373,"Finance, Insurance, And Real Estate"
1141103,CROSS COUNTRY HEALTHCARE INC,427.003,208.805,-18.619,0.424,13.628,0.269,-2.478,Services
878526,NATUS MEDICAL INC,638.14,239.696,-54.37,22.11,22.913,5.732,-9.325,Manufacturing
1142750,AMN HEALTHCARE SERVICES INC,1492.721,853.731,NA,NA,90.419,0,44.944,Services
1136869,ZIMMER BIOMET HOLDINGS INC,24126.8,12850.7,-382.8,111.7,2015.4,116.6,108.2,Manufacturing
9466,BALTIMORE GAS & ELECTRIC CO,9716,6362,NA,NA,8243,NA,74,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1144980,ASBURY AUTOMOTIVE GROUP INC,2695.4,2222.2,NA,NA,886.1,0,56.8,Retail Trade
17797,DUKE ENERGY PROGRESS INC,30011,21570,NA,NA,20398,NA,160,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1072379,NORTHWEST BIOTHERAPEUTICS,24.667,71.826,NA,NA,0.108,0,0,Manufacturing
1166003,XPO LOGISTICS INC,12270,8300,319,247,2605,69,122,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1156039,ANTHEM INC,71571,43030,NA,NA,2735,0,1318,"Finance, Insurance, And Real Estate"
18672,CLECO POWER LLC,4349.056,2754.523,NA,NA,3562.269,NA,55.924,"Transportation, Communications, Electric, Gas, And Sanitary Services"
49648,IDAHO POWER CO,6254.4,4059.961,NA,NA,4378.085,NA,18.312,"Transportation, Communications, Electric, Gas, And Sanitary Services"
71180,NEVADA POWER CO,8302,5398,NA,NA,6868,NA,72,"Transportation, Communications, Electric, Gas, And Sanitary Services"
78100,PECO ENERGY CO,10642,6822,NA,NA,8610,NA,6,"Transportation, Communications, Electric, Gas, And Sanitary Services"
317187,PPL ELECTRIC UTILITIES CORP,11243,6782,NA,NA,9367,NA,136,"Transportation, Communications, Electric, Gas, And Sanitary Services"
721693,CHINA RECYCLING ENERGY CORP,171.452,88.273,-66.573,0,70.077,NA,2.628,Manufacturing
1071739,CENTENE CORP,30901,19878,NA,NA,1706,0,474,"Finance, Insurance, And Real Estate"
1126328,PRINCIPAL FINANCIAL GRP INC,243036.1,231188.9,1658.1,126.3,767.3,51.7,230.7,"Finance, Insurance, And Real Estate"
1158449,ADVANCE AUTO PARTS INC,9040.648,5489.835,NA,NA,1368.985,23.292,131.417,Retail Trade
1144215,ACUITY BRANDS INC,2988.8,1272,386.4,39.5,286.7,9.2,76.3,Manufacturing
1042776,PIEDMONT OFFICE REALTY TRUST,3592.429,1880.289,NA,NA,NA,0,-0.097,"Finance, Insurance, And Real Estate"
1159281,FIVE STAR SENIOR LIVING INC,405.624,334.455,NA,NA,243.873,0,0.247,Services
1157647,WESTERN NEW ENG BANCORP INC,2118.822,1881.793,NA,NA,24.624,NA,4.7,"Finance, Insurance, And Real Estate"
1120970,COMSTOCK MINING INC,28.612,19.227,NA,NA,16.948,0,0,Mining
1158324,COGENT COMMUNICATIONS HLDGS,739.85,888.852,63.878,-22.496,375.325,0.075,12.715,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1166388,VERINT SYSTEMS INC,2867.027,1606.223,-12.927,90.689,100.134,9.842,7.542,Services
1175483,DRIVE SHACK INC,401.947,267.28,NA,NA,132.605,0,0.284,Services
1228454,BCB BANCORP INC,2674.731,2474.516,NA,NA,20.293,NA,7.482,"Finance, Insurance, And Real Estate"
1143238,TRITON EMISSION SOLUTIONS,0.015,16.764,NA,NA,0,0,0,Manufacturing
1065280,NETFLIX INC,25974.4,20735.635,845.402,381.056,418.281,133.146,15.216,Services
868271,SEVERN BANCORP INC,974.233,875.78,NA,NA,22.745,NA,2.977,"Finance, Insurance, And Real Estate"
1169445,COMPUTER PROGRAMS & SYSTEMS,327.746,167.963,NA,NA,10.875,0,0.476,Services
1130713,OVERSTOCK.COM INC,461.219,250.513,-219.585,-0.369,134.687,0.044,-2.384,Retail Trade
1103021,BIODELIVERY SCIENCES INTL,108.533,78.791,NA,NA,3.072,NA,0.013,Manufacturing
1372020,GREAT LAKES DREDGE & DOCK CP,730.271,515.343,26.878,-10.425,369.863,0,5.437,Construction
1089748,HUNTSMAN INTERNATIONAL LLC,8335,5847,147,777,3064,155,93,Manufacturing
1260221,TRANSDIGM GROUP INC,12197.467,14005.938,826.539,159.018,388.333,27.239,24.021,Manufacturing
1378453,TRAVELCENTERS OF AMERICA LLC,1442.108,991.716,NA,NA,628.537,0,-1.574,Retail Trade
1039399,FORMFACTOR INC,728.222,148.058,20.877,13.05,54.054,4.687,-70.109,Manufacturing
1056285,KIRKLAND'S INC,277.148,146.348,NA,NA,110.823,0,2.031,Retail Trade
1529113,INPIXON,12.178,7.375,-18.336,-1.447,0.202,0,0,Wholesale Trade
1164863,ENPRO INDUSTRIES INC,1719.1,856.4,-45.3,91.9,301.2,18.5,22,Manufacturing
1156375,CME GROUP INC,77475.7,51510.4,2716.8,61,448.7,20.8,814.1,"Finance, Insurance, And Real Estate"
1142417,NEXSTAR MEDIA GROUP,7062.03,5193.046,NA,NA,731.538,0,144.68,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1120193,NASDAQ INC,15700,10251,636,428,376,146,606,"Finance, Insurance, And Real Estate"
1133311,TRAVELZOO,43.424,29.365,8.677,-0.391,3.79,1.461,3.625,Services
1171825,CIT GROUP INC,48537.4,42590.8,471.4,165.6,7130.6,NA,164.9,"Finance, Insurance, And Real Estate"
1176334,MARTIN MIDSTREAM PARTNERS LP,1033.398,768.686,NA,NA,798.349,0,0.369,Wholesale Trade
1133416,GALECTIN THERAPEUTICS INC,9.006,2.108,NA,NA,0,0,0,Manufacturing
1131227,HORNBECK OFFSHORE SVCS INC,2764.637,1456.711,-124.879,-23.865,2434.829,1.338,-29.621,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1179060,ENLINK MIDSTREAM PARTNERS LP,9571.3,5277.9,NA,NA,6846.7,NA,-2.1,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1178970,PROVIDENT FINANCIAL SVCS INC,9725.769,8366.789,NA,NA,58.124,NA,25.53,"Finance, Insurance, And Real Estate"
1084991,NATURAL GAS SERVICES GROUP,305.401,45.22,NA,NA,192.473,0,0.325,Services
1746109,BANK FIRST NATIONAL CORP,1793.165,1618.842,NA,NA,24.489,NA,6.597,"Finance, Insurance, And Real Estate"
1137789,SEAGATE TECHNOLOGY PLC,9410,7745,NA,NA,1792,NA,236,Manufacturing
1196298,NEPHROS INC,10.558,3.76,NA,NA,0.091,0,-0.093,Manufacturing
1315399,PARKE BANCORP INC,1467.398,1312.402,NA,NA,6.783,NA,8.377,"Finance, Insurance, And Real Estate"
1159036,HALOZYME THERAPEUTICS INC,440.248,191.361,-45.819,-33.974,7.465,0,0.537,Manufacturing
1179929,MOLINA HEALTHCARE INC,7154,5507,NA,NA,241,8,292,"Finance, Insurance, And Real Estate"
1210708,HUDSON GLOBAL INC,53.179,12.692,-6.819,1.652,0.17,0.627,0.099,Services
1214816,AXIS CAPITAL HOLDINGS LTD,24132.566,19102.495,181.597,-168.062,0,5.059,-29.486,"Finance, Insurance, And Real Estate"
1137883,BRAINSTORM CELL THERAPEUTICS,11.228,6.212,-3.617,-10.331,0.651,0,0,Manufacturing
1172178,LIBERTY STAR URANIUM & METAL,0.01,1.704,NA,NA,0.002,0,0,Mining
1122904,NETGEAR INC,1043.376,415.824,32.237,10.967,20.177,4.267,25.878,Manufacturing
1108827,QEP RESOURCES INC,6117.8,3366.9,NA,NA,5059.5,0,-317.4,Mining
1035216,SOUTH JERSEY GAS CO,3118.236,2110.214,NA,NA,2383.459,NA,26.413,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1220754,PROVIDENCE SERVICE CORP,572.246,183.856,NA,NA,22.965,0,4.684,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1461119,CRH MEDICAL CORP,218.988,81.697,5.957,9.771,0.303,NA,2.712,Services
79732,POTOMAC ELECTRIC POWER CO,8299,5559,NA,NA,6460,NA,13,"Transportation, Communications, Electric, Gas, And Sanitary Services"
894081,AIR TRANSPORT SERVICES GROUP,2470.585,2034.147,NA,NA,1555.005,0,19.595,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1255474,WHITING PETROLEUM CORP,7759.573,3489.257,NA,NA,7326.362,0,1.373,Mining
1065696,LKQ CORP,11393.402,6554.65,562.758,180.673,1220.162,77.508,191.395,Wholesale Trade
1258602,NELNET INC,25220.968,22906.189,NA,NA,344.784,-0.002,58.77,"Finance, Insurance, And Real Estate"
1232582,ASHFORD HOSPITALITY TRUST,4685.954,4152.106,NA,NA,0,0,2.782,"Finance, Insurance, And Real Estate"
278165,QUEST SOLUTION INC,40.148,37.855,NA,NA,0.389,NA,-0.505,Mining
1177394,SYNNEX CORP,11480.434,8048.366,194.402,262.975,571.326,70.162,156.779,Wholesale Trade
1260968,MARLIN BUSINESS SERVICES INC,1167.046,968.535,NA,NA,4.317,0,7.721,"Finance, Insurance, And Real Estate"
1039828,AMERICAN EQTY INVT LIFE HLDG,61625.564,59226.463,NA,NA,NA,NA,107.726,"Finance, Insurance, And Real Estate"
1494904,GLOBAL INDEMNITY LTD,1960.266,1331.207,NA,NA,NA,0.325,-19.229,"Finance, Insurance, And Real Estate"
1168165,EXELON GENERATION CO LLC,47556,32048,NA,NA,23981,NA,-108,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1515156,ADVANCED EMISSIONS SOLUTIONS,159.664,91.717,NA,NA,45.228,0,10.423,Manufacturing
1223389,CONN'S INC,1884.907,1264.932,NA,NA,148.983,0,22.929,Retail Trade
1261654,UNIVERSAL TECHNICAL INST,282.278,155.633,NA,NA,114.848,0,-3.015,Services
54476,KANSAS CITY POWER & LIGHT CO,8120.5,5620.7,NA,NA,6688.1,NA,87.3,"Transportation, Communications, Electric, Gas, And Sanitary Services"
57183,LACLEDE GAS CO,3701.3,2441.4,NA,NA,2625.2,NA,-32.6,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1158659,PSEG POWER LLC,12594,6634,NA,NA,8842,NA,66,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1160661,SOUTHERN POWER CO,14883,7599,NA,NA,11530,NA,-164,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1206264,TEMPUR SEALY INTL INC,2715.4,2497.9,59.2,105.8,420.8,57.1,49.6,Manufacturing
1265131,HILLTOP HOLDINGS INC,13683.572,11709.679,NA,NA,237.373,0,35.05,"Finance, Insurance, And Real Estate"
1267238,ASSURANT INC,41089.3,35955.4,215.8,117.7,392.5,53.8,80.9,"Finance, Insurance, And Real Estate"
1627811,MR AMAZING LOANS CORP,3.643,0.002,NA,NA,0.008,0,0,"Finance, Insurance, And Real Estate"
1227654,COMPASS MINERALS INTL INC,2367.9,1827.7,-80.6,158.2,1052,13.1,8.8,Mining
1267395,ASPEN INSURANCE HOLDINGS LTD,12532.9,9876.9,-72.1,-83.9,73.1,-1.7,-10.2,"Finance, Insurance, And Real Estate"
1257640,KRONOS WORLDWIDE INC,1898.1,1058.3,32.8,261,486.4,51.1,88.8,Manufacturing
1692819,VISTRA ENERGY CORP,26024,18157,NA,NA,14612,NA,-45,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1224133,MARCHEX INC,113.062,18.036,-2.312,-0.522,2.921,0,-0.156,Services
1108524,SALESFORCE.COM INC,30737,15132,839,144,2051,117,-127,Services
1273813,ASSURED GUARANTY LTD,13603,7048,121,459,0,-15,59,"Finance, Insurance, And Real Estate"
1273685,NEW YORK MORTGAGE TRUST INC,14737.638,13557.345,NA,NA,NA,0,-1.057,"Finance, Insurance, And Real Estate"
1276520,GENWORTH FINANCIAL INC,100923,86734,-63,511,0,134,151,"Finance, Insurance, And Real Estate"
1059262,SP PLUS CORP,1072.3,703.7,74.9,1.1,40.3,1,19.6,Services
1278021,MARKETAXESS HOLDINGS INC,695.539,87.661,168.486,49.6,63.01,8.862,45.234,"Finance, Insurance, And Real Estate"
1253986,ARBOR REALTY TRUST INC,4612.175,3546.609,NA,NA,NA,0,9.731,"Finance, Insurance, And Real Estate"
1117057,PLANET GREEN HOLDINGS CORP,17.21,9.921,-0.492,0.343,2.218,NA,0.164,Manufacturing
1286131,STONEMOR PARTNERS LP,1669.101,1675.679,NA,NA,112.716,0.101,-1.797,"Finance, Insurance, And Real Estate"
1286681,DOMINO'S PIZZA INC,907.385,3947.306,414.804,13.874,234.939,NA,66.706,Retail Trade
1141391,MASTERCARD INC,24860,19371,3510,3694,921,871,1345,"Finance, Insurance, And Real Estate"
1652044,ALPHABET INC,232792,55164,15800,19113,59719,1251,4177,Services
1288403,W&T OFFSHORE INC,848.866,1173.662,NA,NA,515.421,NA,0.535,Mining
1377149,CAREVIEW COMMUNICATIONS INC,8.995,86.814,NA,NA,2.487,0,0,Services
1289419,MORNINGSTAR INC,1453.8,519.1,188.2,44.7,143.5,12.3,47.8,Services
1289460,TEXAS ROADHOUSE INC,1469.276,508.568,NA,NA,956.676,0.21,24.257,Retail Trade
1289490,EXTRA SPACE STORAGE INC,7847.978,5062.556,NA,NA,NA,0,9.244,"Finance, Insurance, And Real Estate"
1570585,LIBERTY GLOBAL PLC,53153.6,49005.3,330.9,-169.1,13878.9,1128,1573.3,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1290900,COMMERCIAL VEHICLE GROUP INC,418.13,303.092,27.024,26.484,65.099,6.365,8.996,Manufacturing
1211351,RTW RETAILWINDS INC,288.878,202.265,NA,NA,63.791,0,2.815,Retail Trade
1173281,OHR PHARMACEUTICAL INC,11.626,0.725,NA,NA,0.016,0,0,Manufacturing
1124941,BEACON ROOFING SUPPLY INC,6508.662,4225.162,NA,NA,280.407,0.492,-30.544,Wholesale Trade
1500213,SI FINANCIAL GROUP INC,1649.827,1477.699,NA,NA,19.552,NA,2.589,"Finance, Insurance, And Real Estate"
1080014,INNOVIVA INC,548.193,389.141,NA,NA,0.16,0,-196.073,Manufacturing
1173514,HYSTER-YALE MATERIALS HNDLNG,1742.1,1182.6,-7.5,44.1,296.2,8.9,2.3,Manufacturing
1262823,WESTLAKE CHEMICAL CORP,11602,5526,1087,247,6595,52,300,Manufacturing
1298946,DIAMONDROCK HOSPITALITY CO,3197.58,1306.987,NA,NA,NA,0.46,3.101,"Finance, Insurance, And Real Estate"
1007019,COFFEE HOLDING CO INC,38.834,12.844,NA,NA,2.35,0,0.512,Wholesale Trade
1576263,MIRATI THERAPEUTICS INC,228.454,26.878,NA,NA,0.473,0,0,Manufacturing
884219,VIAD CORP,922.541,466.077,10.256,54.753,333.847,12.039,17.095,Services
1289308,ENERSYS,3118.193,1832.176,53.339,128.872,409.439,16.636,21.584,Manufacturing
1239188,GENERAL STEEL HOLDINGS INC,17.878,9.731,NA,NA,0,0,0,Wholesale Trade
1298675,CUBESMART,3752.972,1980.704,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1297996,DIGITAL REALTY TRUST INC,23766.695,12892.653,NA,NA,NA,NA,2.084,"Finance, Insurance, And Real Estate"
1283630,AMERICAN CAMPUS COMMUNITIES,7038.846,3307.599,NA,NA,NA,0,2.429,"Finance, Insurance, And Real Estate"
1279715,WRIGHT INVESTORS SERVICE,9.472,0.204,NA,NA,0,0,0.04,"Finance, Insurance, And Real Estate"
1299969,COMSTOCK HOLDING COS INC,35.1,28.47,NA,NA,0.221,0,-0.92,Construction
1289790,MACQUARIE INFRASTRUCTURE CP,7443.781,4327.454,NA,NA,3141.407,0,49.451,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1301787,BLUELINX HOLDINGS INC,959.889,974.552,NA,NA,205.113,0,-12.154,Wholesale Trade
1302028,MANITEX INTERNATIONAL INC,217.249,129.245,-5.313,-7.353,20.249,1.753,0.511,Manufacturing
1300514,LAS VEGAS SANDS CORP,22547,15802,162,3164,16352,245,375,Services
1301236,SOTHERLY HOTELS INC,493.483,411.217,NA,NA,NA,0,0.469,"Finance, Insurance, And Real Estate"
1287750,ARES CAPITAL CORP,12895,5595,NA,NA,0,0,5,"Finance, Insurance, And Real Estate"
1289848,HURON CONSULTING GROUP INC,1049.532,508.908,17.025,8.196,40.374,1.885,11.277,Services
1305168,ARC DOCUMENT SOLUTIONS INC,339.716,192.414,10.861,1.2,70.668,0.37,3.334,Services
1304421,CONSOLIDATED COMM HLDGS INC,3535.261,3119.607,NA,NA,1927.126,0,-24.127,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1285785,MOSAIC CO,20119.2,9514.5,322.7,228.8,11746.5,147.2,77.1,Manufacturing
1287865,MEDICAL PROPERTIES TRUST,8843.643,4282.705,NA,NA,NA,3.294,0.927,"Finance, Insurance, And Real Estate"
1306830,CELANESE CORP,9313,5934,480,1030,3719,143,292,Manufacturing
1562463,FIRST INTERNET BANCORP,3541.692,3252.957,NA,NA,10.697,NA,2.052,"Finance, Insurance, And Real Estate"
1295947,PRESTIGE CONSUMER HEALTHCARE,3441.036,2345.205,-52.313,14.258,51.176,7.193,-2.255,Wholesale Trade
1308208,UNIVERSAL LOGISTICS HLDGS,843.147,633.848,71.441,-2.052,303.234,0.427,17.211,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1419242,ATLANTIC POWER CORP,1024.5,832.1,NA,NA,549.5,NA,0.2,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1308547,DOLBY LABORATORIES INC,2659.269,463.151,75.689,237.178,514.182,59.383,190.062,"Finance, Insurance, And Real Estate"
1309108,WEX INC,6770.595,4974.671,194.77,43.849,187.868,17.916,68.843,Services
1575360,FTD COS INC,386.98,388.38,-250.735,7.192,41.334,2.271,-18.814,Retail Trade
1307954,HUNTSMAN CORP,7953,5204,165,777,3064,155,97,Manufacturing
1303313,LHC GROUP INC,1928.715,489.645,NA,NA,79.563,0,22.399,Services
1297989,EXLSERVICE HOLDINGS INC,1061.936,443.617,-24.442,84.812,73.51,17.271,3.397,Services
1288359,OTELCO INC,114.352,103.45,NA,NA,52.073,0,2.745,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1311370,LAZARD LTD,4997.241,4027.148,NA,NA,212.946,102.931,148.317,"Finance, Insurance, And Real Estate"
1061027,SUNESIS PHARMACEUTICALS INC,15.324,11.331,-21.132,-5.483,0.011,0,0,Manufacturing
1320854,FREIGHTCAR AMERICA INC,289.737,96.127,NA,NA,110.072,0,10.169,Manufacturing
1318084,CORE MARK HOLDING CO INC,1666.1,1099.1,89.7,7.9,229,0,14.4,Wholesale Trade
1093557,DEXCOM INC,1916,1252.7,-28.3,-98.2,183.1,0.1,0.6,Manufacturing
1136352,CRESTWOOD EQUITY PARTNERS LP,4294.5,2260.7,NA,NA,2029.7,0,0.1,Retail Trade
1598014,IHS MARKIT LTD,16062.3,8035.9,75.8,348.5,579.6,84.2,-115.4,Services
1171155,RADIANT LOGISTICS INC,305.438,171.824,NA,NA,18.566,0.101,0.073,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1332551,EXANTAS CAPITAL CORP,2130.913,1577.094,NA,NA,0.108,0,-0.343,"Finance, Insurance, And Real Estate"
1318008,ZUMIEZ INC,534.19,133.734,68.276,-5.946,120.503,1.079,17.125,Retail Trade
1318484,CITI TRENDS INC,297.989,110.564,NA,NA,56.224,0,4.954,Retail Trade
1297341,KENTUCKY FIRST FEDERAL BNCRP,318.394,251.191,NA,NA,5.652,NA,-0.037,"Finance, Insurance, And Real Estate"
1315257,KOPPERS HOLDINGS INC,1479.9,1412.9,-51.3,106.1,417.9,18,26,Manufacturing
1319161,WARNER MUSIC GROUP CORP,5344,5664,347,95,229,58,130,Manufacturing
1319229,TRANSMONTAIGNE PARTNERS LP,999.376,659.649,NA,NA,688.179,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1571949,INTERCONTINENTAL EXCHANGE,92791,75489,1371,1149,1241,226,500,"Finance, Insurance, And Real Estate"
1286613,LINCOLN EDUCATIONAL SERVICES,146.038,106.172,NA,NA,49.292,0,0.2,Services
